metric,domain,series,case,mean,std,count
step_efficiency,IS_BT_Acquisition,Transformer_general,case4,0.029692,0.042577,1000
step_efficiency,IS_BT_Acquisition,Transformer_general,case5,0.032547,0.047872,1000
step_efficiency,IS_BT_Acquisition,Transformer_general,case6,0.024491,0.023343,1000
step_efficiency,Grocery,MiPN_expert,case1,0.020408,0.017704,1000
step_efficiency,Grocery,MiPN_expert,case2,0.027126,0.026868,1000
step_efficiency,Grocery,MiPN_expert,case3,0.036270,0.036246,1000
step_efficiency,Grocery,MiPN_expert,case4,0.025268,0.025302,1000
step_efficiency,Grocery,MiPN_expert,case5,0.037283,0.039379,1000
step_efficiency,Grocery,MiPN_expert,case6,0.034587,0.036053,1000
step_efficiency,Grocery,MiPN_general,case1,0.027562,0.033063,1000
step_efficiency,Grocery,MiPN_general,case2,0.012534,0.017546,1000
step_efficiency,Grocery,MiPN_general,case3,0.027642,0.025654,1000
step_efficiency,Grocery,MiPN_general,case4,0.028401,0.025375,1000
step_efficiency,Grocery,MiPN_general,case5,0.033350,0.039744,1000
step_efficiency,Grocery,MiPN_general,case6,0.045634,0.040808,1000
step_efficiency,Grocery,Transformer_expert,case1,0.070499,0.086957,1000
step_efficiency,Grocery,Transformer_expert,case2,0.044229,0.064317,1000
step_efficiency,Grocery,Transformer_expert,case3,0.065457,0.084935,1000
step_efficiency,Grocery,Transformer_expert,case4,0.064006,0.091643,1000
step_efficiency,Grocery,Transformer_expert,case5,0.082822,0.101087,1000
step_efficiency,Grocery,Transformer_expert,case6,0.073498,0.084736,1000
step_efficiency,Grocery,Transformer_general,case1,0.027530,0.033646,1000
step_efficiency,Grocery,Transformer_general,case2,0.020895,0.033841,1000
step_efficiency,Grocery,Transformer_general,case3,0.021341,0.034571,1000
step_efficiency,Grocery,Transformer_general,case4,0.022556,0.033375,1000
step_efficiency,Grocery,Transformer_general,case5,0.017168,0.020368,1000
step_efficiency,Grocery,Transformer_general,case6,0.023563,0.040100,1000
step_efficiency,thompson,MiPN_expert,case1,0.018665,0.027969,1000
step_efficiency,thompson,MiPN_expert,case2,0.017765,0.012750,1000
step_efficiency,thompson,MiPN_expert,case3,0.016679,0.025461,1000
step_efficiency,thompson,MiPN_expert,case4,0.017580,0.027829,1000
step_efficiency,thompson,MiPN_expert,case5,0.019683,0.017002,1000
step_efficiency,thompson,MiPN_expert,case6,0.021597,0.024966,1000
step_efficiency,thompson,MiPN_general,case1,0.015246,0.023927,1000
step_efficiency,thompson,MiPN_general,case2,0.013743,0.011930,1000
step_efficiency,thompson,MiPN_general,case3,0.022528,0.029798,1000
step_efficiency,thompson,MiPN_general,case4,0.022332,0.028940,1000
step_efficiency,thompson,MiPN_general,case5,0.017473,0.018856,1000
step_efficiency,thompson,MiPN_general,case6,0.027781,0.040160,1000
step_efficiency,thompson,Transformer_expert,case1,0.038581,0.066850,1000
step_efficiency,thompson,Transformer_expert,case2,0.040639,0.079354,1000
step_efficiency,thompson,Transformer_expert,case3,0.035540,0.069411,1000
step_efficiency,thompson,Transformer_expert,case4,0.039580,0.079291,1000
step_efficiency,thompson,Transformer_expert,case5,0.043137,0.080981,1000
step_efficiency,thompson,Transformer_expert,case6,0.025135,0.025698,1000
step_efficiency,thompson,Transformer_general,case1,0.021967,0.032512,1000
step_efficiency,thompson,Transformer_general,case2,0.018499,0.027379,1000
step_efficiency,thompson,Transformer_general,case3,0.017101,0.027508,1000
step_efficiency,thompson,Transformer_general,case4,0.021608,0.031818,1000
step_efficiency,thompson,Transformer_general,case5,0.022612,0.035167,1000
step_efficiency,thompson,Transformer_general,case6,0.025241,0.032951,1000
step_efficiency,Car,MiPN_expert,case1,0.025074,0.035659,1000
step_efficiency,Car,MiPN_expert,case2,0.036049,0.044754,1000
step_efficiency,Car,MiPN_expert,case3,0.026862,0.023664,1000
step_efficiency,Car,MiPN_expert,case4,0.036794,0.034107,1000
step_efficiency,Car,MiPN_expert,case5,0.032529,0.040533,1000
step_efficiency,Car,MiPN_expert,case6,0.038821,0.046748,1000
step_efficiency,Car,MiPN_general,case1,0.032562,0.051897,1000
step_efficiency,Car,MiPN_general,case2,0.025195,0.023460,1000
step_efficiency,Car,MiPN_general,case3,0.049379,0.063659,1000
step_efficiency,Car,MiPN_general,case4,0.041615,0.051943,1000
step_efficiency,Car,MiPN_general,case5,0.049858,0.067271,1000
step_efficiency,Car,MiPN_general,case6,0.044694,0.060966,1000
step_efficiency,Car,Transformer_expert,case1,0.046686,0.088600,1000
step_efficiency,Car,Transformer_expert,case2,0.075526,0.104974,1000
step_efficiency,Car,Transformer_expert,case3,0.061323,0.092668,1000
step_efficiency,Car,Transformer_expert,case4,0.065575,0.094350,1000
step_efficiency,Car,Transformer_expert,case5,0.101472,0.121728,1000
step_efficiency,Car,Transformer_expert,case6,0.058093,0.076197,1000
step_efficiency,Car,Transformer_general,case1,0.045732,0.088840,1000
step_efficiency,Car,Transformer_general,case2,0.037211,0.053292,1000
step_efficiency,Car,Transformer_general,case3,0.036669,0.061009,1000
step_efficiency,Car,Transformer_general,case4,0.037340,0.052607,1000
step_efficiency,Car,Transformer_general,case5,0.036009,0.050920,1000
step_efficiency,Car,Transformer_general,case6,0.028427,0.042647,1000
step_efficiency,EnergySmall_A,MiPN_expert,case1,0.009846,0.021740,1000
step_efficiency,EnergySmall_A,MiPN_expert,case2,0.011160,0.024730,1000
step_efficiency,EnergySmall_A,MiPN_expert,case3,0.020313,0.032806,1000
step_efficiency,EnergySmall_A,MiPN_expert,case4,0.013618,0.008570,1000
step_efficiency,EnergySmall_A,MiPN_expert,case5,0.012919,0.021451,1000
step_efficiency,EnergySmall_A,MiPN_expert,case6,0.016481,0.016184,1000
step_efficiency,EnergySmall_A,MiPN_general,case1,0.009106,0.020752,1000
step_efficiency,EnergySmall_A,MiPN_general,case2,0.007489,0.011672,1000
step_efficiency,EnergySmall_A,MiPN_general,case3,0.022432,0.032266,1000
step_efficiency,EnergySmall_A,MiPN_general,case4,0.015370,0.011921,1000
step_efficiency,EnergySmall_A,MiPN_general,case5,0.018843,0.026793,1000
step_efficiency,EnergySmall_A,MiPN_general,case6,0.015896,0.015228,1000
step_efficiency,EnergySmall_A,Transformer_expert,case1,0.029696,0.064247,1000
step_efficiency,EnergySmall_A,Transformer_expert,case2,0.024069,0.051131,1000
step_efficiency,EnergySmall_A,Transformer_expert,case3,0.037418,0.072911,1000
step_efficiency,EnergySmall_A,Transformer_expert,case4,0.034552,0.069610,1000
step_efficiency,EnergySmall_A,Transformer_expert,case5,0.029533,0.051874,1000
step_efficiency,EnergySmall_A,Transformer_expert,case6,0.016630,0.020482,1000
step_efficiency,EnergySmall_A,Transformer_general,case1,0.015817,0.026874,1000
step_efficiency,EnergySmall_A,Transformer_general,case2,0.014126,0.022374,1000
step_efficiency,EnergySmall_A,Transformer_general,case3,0.015008,0.022950,1000
step_efficiency,EnergySmall_A,Transformer_general,case4,0.016470,0.025368,1000
step_efficiency,EnergySmall_A,Transformer_general,case5,0.014544,0.021891,1000
step_efficiency,EnergySmall_A,Transformer_general,case6,0.009688,0.008719,1000
